Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.51502753,149.82760000,150.38300000,149.45520000,149.77870000
-0.51102753,150.05950000,150.19990000,149.96190000,149.92520000
-0.50702753,149.98630000,150.28530000,150.02290000,149.92520000
-0.50302753,149.63220000,150.63330000,149.65670000,149.76650000
-0.49902753,149.35150000,150.57830000,149.32100000,149.82150000
-0.49502753,149.13780000,150.13890000,149.02800000,150.04730000
-0.49102753,149.41250000,149.93130000,149.07070000,150.25480000
-0.48702753,150.16330000,149.94350000,149.46740000,150.42570000
-0.48302753,150.36470000,150.07780000,149.57730000,150.41960000
-0.47902753,149.98020000,150.34030000,149.38810000,150.21210000
-0.47502753,149.91300000,150.30980000,149.49800000,150.17550000
-0.47102753,150.15110000,149.97410000,149.88860000,150.32200000
-0.46702753,150.10220000,149.92520000,149.94350000,150.35860000
-0.46302753,149.79700000,150.16330000,149.66280000,150.29760000
-0.45902753,149.62000000,150.07170000,149.59560000,150.21210000
-0.45502753,149.58340000,149.65060000,149.75430000,150.11440000
-0.45102753,149.59560000,149.72380000,149.75430000,149.99850000
-0.44702753,149.66280000,150.25480000,149.59560000,149.87640000
-0.44302753,149.66280000,150.66990000,149.65670000,149.90690000
-0.43902753,149.59560000,150.96900000,149.93130000,150.11440000
-0.43502753,149.59560000,150.81030000,149.92520000,150.10830000
-0.43102753,149.67500000,150.17550000,149.63840000,149.89470000
-0.42702753,149.64450000,149.99850000,149.66280000,149.92520000
-0.42302753,149.52240000,150.30980000,150.00460000,150.18770000
-0.41902753,149.46130000,150.35250000,150.03510000,150.24870000
-0.41502753,149.46130000,150.13890000,149.76650000,150.10830000
-0.41102753,149.52850000,150.13890000,149.66890000,150.04120000
-0.40702753,149.66280000,150.36470000,149.74820000,150.04120000
-0.40302753,149.63220000,150.27310000,149.81540000,150.10220000
-0.39902753,149.42470000,149.85810000,149.88860000,150.23650000
-0.39502753,149.38810000,149.90690000,149.82150000,150.23650000
-0.39102753,149.50410000,150.41960000,149.62610000,150.12050000
-0.38702753,149.67500000,150.63940000,149.62610000,149.98630000
-0.38302753,149.90080000,150.57830000,149.82150000,149.82760000
-0.37902754,150.01070000,150.30980000,149.88250000,150.03510000
-0.37502754,149.99240000,149.82760000,149.80930000,150.59660000
-0.37102754,149.95570000,149.68720000,149.78480000,150.77970000
-0.36702754,149.89470000,149.90690000,149.81540000,150.57220000
-0.36302754,149.89470000,150.02900000,149.69940000,150.37080000
-0.35902754,149.94350000,150.06560000,149.46130000,150.21210000
-0.35502754,150.04730000,150.12670000,149.37590000,149.79700000
-0.35102754,150.21820000,150.19990000,149.46740000,149.15620000
-0.34702754,149.98020000,150.11440000,149.43690000,149.25380000
-0.34302754,149.35760000,149.88250000,149.29050000,150.11440000
-0.33902754,149.17450000,149.70550000,149.35150000,150.33420000
-0.33502754,149.44300000,149.57730000,149.60170000,149.93740000
-0.33102754,149.70550000,149.70550000,149.68720000,149.58950000
-0.32702754,149.96190000,150.07780000,149.60170000,149.28430000
-0.32302754,150.18160000,150.19380000,149.60170000,149.38200000
-0.31902754,150.32810000,150.05950000,149.68720000,149.88250000
-0.31502754,150.41960000,149.90080000,149.59560000,150.11440000
-0.31102754,150.45630000,149.69940000,149.32710000,150.05950000
-0.30702754,150.18770000,149.79700000,149.35760000,150.10830000
