Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.51110973,149.37590000,149.72990000,149.67500000,149.35760000
-0.50710973,149.52240000,149.93130000,149.29050000,149.14400000
-0.50310973,149.62000000,150.01680000,149.19280000,149.31480000
-0.49910973,149.66890000,149.99850000,149.35760000,149.83980000
-0.49510973,149.69330000,150.02290000,149.69330000,150.23040000
-0.49110973,149.67500000,150.08390000,150.18770000,150.46240000
-0.48710973,149.73600000,150.09000000,150.21210000,150.30980000
-0.48310973,149.87640000,150.04120000,149.74820000,149.76040000
-0.47910973,149.81540000,149.91910000,149.53460000,149.46130000
-0.47510973,149.55900000,149.71160000,149.57730000,149.43080000
-0.47110973,149.49800000,149.79700000,149.58340000,149.55900000
-0.46710973,149.62610000,150.16940000,149.55900000,149.85200000
-0.46310973,149.74820000,150.35250000,149.67500000,150.03510000
-0.45910973,149.87640000,150.35250000,149.93130000,150.09000000
-0.45510973,149.80930000,150.16940000,149.96190000,149.96800000
-0.45110973,149.53460000,149.82150000,149.76040000,149.65670000
-0.44710973,149.56510000,149.64450000,149.66890000,149.53460000
-0.44310973,149.89470000,149.65670000,149.68110000,149.58950000
-0.43910973,149.98020000,149.78480000,149.71160000,149.80310000
-0.43510973,149.80930000,150.04120000,149.75430000,150.16330000
-0.43110973,149.87030000,150.04120000,149.84590000,150.24870000
-0.42710973,150.14500000,149.77260000,149.98020000,150.04120000
-0.42310973,150.11440000,149.67500000,149.91910000,149.94960000
-0.41910973,149.79100000,149.72380000,149.64450000,149.98630000
-0.41510973,149.67500000,149.93130000,149.63840000,149.90080000
-0.41110973,149.76650000,150.29140000,149.87030000,149.71770000
-0.40710973,149.77870000,150.38300000,150.12050000,149.65670000
-0.40310973,149.71770000,150.18770000,150.38910000,149.71160000
-0.39910973,149.66280000,150.00460000,150.21820000,149.83370000
-0.39510973,149.62000000,149.82760000,149.60170000,150.01070000
-0.39110973,149.53460000,149.85810000,149.31480000,150.07170000
-0.38710973,149.41250000,150.12050000,149.38810000,150.01070000
-0.38310973,149.38200000,150.18160000,149.33320000,149.91300000
-0.37910973,149.43080000,150.03510000,149.17450000,149.78480000
-0.37510973,149.58340000,150.00460000,149.32100000,149.78480000
-0.37110973,149.83370000,150.06560000,149.76040000,149.90080000
-0.36710973,149.82760000,150.13280000,149.90690000,150.04730000
-0.36310973,149.52850000,150.21210000,149.76040000,150.20600000
-0.35910973,149.58340000,150.09000000,149.63220000,150.29140000
-0.35510973,149.96800000,149.76040000,149.51020000,150.27930000
-0.35110973,150.10830000,149.76650000,149.54680000,150.23650000
-0.34710973,149.99240000,150.10220000,149.75430000,150.15110000
-0.34310973,150.07780000,150.17550000,149.72380000,150.27310000
-0.33910974,150.36470000,149.99850000,149.46130000,150.59660000
-0.33510974,150.27310000,149.75430000,149.40640000,150.62720000
-0.33110974,149.82760000,149.41860000,149.57120000,150.38910000
-0.32710974,149.67500000,149.57730000,149.52240000,150.14500000
-0.32310974,149.83370000,150.23040000,149.29050000,149.91300000
-0.31910974,149.90080000,150.32200000,149.10120000,149.92520000
-0.31510974,149.87640000,149.84590000,148.96080000,150.20600000
-0.31110974,149.93740000,149.66890000,149.13170000,150.21210000
-0.30710974,150.09000000,149.78480000,149.58340000,149.94350000
-0.30310974,149.96800000,149.72990000,149.96800000,149.85200000
