Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.50858083,149.87030000,150.07780000,150.09000000,150.53560000
-0.50458083,149.85810000,149.69330000,150.20600000,150.35250000
-0.50058083,149.98020000,149.63220000,150.07780000,150.19380000
-0.49658083,150.26090000,149.90080000,149.70550000,150.05950000
-0.49258083,150.17550000,150.04730000,149.58950000,150.18770000
-0.48858083,149.74210000,150.09000000,149.75430000,150.59050000
-0.48458083,149.51020000,150.07780000,149.74820000,150.56610000
-0.48058083,149.50410000,150.00460000,149.54680000,150.10830000
-0.47658083,149.44910000,150.03510000,149.83980000,149.96800000
-0.47258083,149.35150000,150.15720000,150.60270000,150.17550000
-0.46858083,149.52240000,150.19380000,150.73090000,150.00460000
-0.46458083,149.94350000,150.13890000,150.24260000,149.46740000
-0.46058083,150.15110000,150.01070000,149.72990000,149.46740000
-0.45658083,150.13890000,149.79100000,149.19890000,150.00460000
-0.45258083,149.98020000,149.96190000,149.18060000,150.19380000
-0.44858083,149.65670000,150.51730000,149.70550000,150.06560000
-0.44458083,149.64450000,150.72480000,149.98020000,149.81540000
-0.44058083,149.96800000,150.58440000,150.02290000,149.42470000
-0.43658083,149.81540000,150.41350000,149.88250000,149.47970000
-0.43258083,149.20500000,150.23040000,149.52850000,149.99240000
-0.42858083,149.23550000,149.91300000,149.65060000,150.23040000
-0.42458083,149.90690000,149.51020000,150.24260000,150.19380000
-0.42058083,150.04730000,149.39420000,150.34030000,150.13280000
-0.41658083,149.65060000,149.57120000,149.94960000,150.02290000
-0.41258083,149.69940000,149.86420000,149.68720000,149.90690000
-0.40858083,150.17550000,150.26090000,149.55900000,149.80310000
-0.40458083,150.23040000,150.42570000,149.41860000,149.74820000
-0.40058083,149.87030000,150.32810000,149.29050000,149.76650000
-0.39658083,149.86420000,150.29140000,149.37590000,149.74210000
-0.39258083,150.21820000,150.29760000,149.66280000,149.69940000
-0.38858083,150.21820000,150.30360000,149.89470000,149.60170000
-0.38458083,149.88860000,150.32810000,150.06560000,149.44910000
-0.38058083,149.80310000,150.22430000,150.05950000,149.59560000
-0.37658083,149.97410000,150.02290000,149.87640000,150.03510000
-0.37258083,149.91910000,149.72380000,149.71770000,150.16940000
-0.36858083,149.66280000,149.33930000,149.59560000,149.98630000
-0.36458083,149.57120000,149.46740000,149.65670000,150.05950000
-0.36058083,149.63840000,150.12670000,149.88860000,150.37690000
-0.35658083,149.76650000,150.23650000,150.06560000,150.46850000
-0.35258083,149.98020000,149.79100000,150.18160000,150.35250000
-0.34858083,149.86420000,149.77870000,150.15110000,150.13890000
-0.34458083,149.41860000,150.16940000,149.97410000,149.82760000
-0.34058083,149.27210000,150.32200000,149.83370000,149.83370000
-0.33658083,149.41860000,150.23650000,149.74820000,150.19380000
-0.33258083,149.55290000,150.14500000,149.62610000,150.19990000
-0.32858083,149.69330000,150.03510000,149.49190000,149.88860000
-0.32458083,149.56510000,149.99850000,149.57730000,149.68110000
-0.32058083,149.15010000,150.05950000,149.85810000,149.59560000
-0.31658083,149.19890000,149.79700000,150.12670000,149.54070000
-0.31258083,149.68110000,149.21720000,150.37080000,149.53460000
-0.30858083,150.04120000,149.21110000,150.27930000,149.62000000
-0.30458083,150.26700000,149.78480000,149.85200000,149.80310000
-0.30058083,150.19990000,150.11440000,149.62000000,149.88860000
