Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.50935599,149.84590000,150.19990000,149.46740000,149.76650000
-0.50535599,149.87640000,149.80310000,149.58340000,149.83370000
-0.50135599,149.89470000,149.71160000,149.52850000,149.88860000
-0.49735599,149.89470000,149.93130000,149.33930000,149.93130000
-0.49335599,149.85810000,149.99240000,149.30870000,150.02290000
-0.48935599,149.77260000,149.88860000,149.43690000,150.15110000
-0.48535599,149.89470000,149.96800000,149.52850000,150.12050000
-0.48135599,150.20600000,150.21210000,149.58950000,149.93130000
-0.47735599,150.26700000,150.32810000,149.55290000,149.83980000
-0.47335599,150.07170000,150.30360000,149.41860000,149.84590000
-0.46935599,149.94960000,150.30360000,149.41250000,149.90690000
-0.46535599,149.91300000,150.34030000,149.53460000,150.04120000
-0.46135599,149.86420000,150.16330000,149.62610000,150.04120000
-0.45735599,149.82760000,149.79100000,149.68720000,149.90690000
-0.45335599,149.73600000,149.73600000,149.65670000,149.85200000
-0.44935599,149.58950000,150.01680000,149.52850000,149.87640000
-0.44535599,149.68110000,150.07780000,149.49190000,149.82150000
-0.44135600,150.00460000,149.90690000,149.55290000,149.69940000
-0.43735600,150.07170000,149.98630000,149.62610000,149.65670000
-0.43335600,149.90080000,150.30980000,149.69940000,149.68720000
-0.42935600,149.65670000,150.36470000,149.96800000,149.93130000
-0.42535600,149.35760000,150.12670000,150.41350000,150.41350000
-0.42135600,149.33320000,150.18160000,150.37690000,150.26090000
-0.41735600,149.60780000,150.51120000,149.82760000,149.47970000
-0.41335600,149.66890000,150.57220000,149.76650000,149.29650000
-0.40935600,149.49800000,150.37690000,150.18770000,149.71770000
-0.40535600,149.58340000,150.24870000,150.26090000,149.91300000
-0.40135600,149.90690000,150.17550000,150.01070000,149.89470000
-0.39735600,149.95570000,150.30980000,149.80310000,149.79700000
-0.39335600,149.69940000,150.67600000,149.66890000,149.58950000
-0.38935600,149.84590000,150.48070000,149.50410000,149.62610000
-0.38535600,150.37080000,149.74820000,149.33930000,149.88860000
-0.38135600,150.40740000,149.42470000,149.28430000,149.97410000
-0.37735600,149.94960000,149.53460000,149.33320000,149.89470000
-0.37335600,149.74210000,149.65670000,149.47970000,149.85200000
-0.36935600,149.80310000,149.80310000,149.72380000,149.83370000
-0.36535600,149.72990000,150.01070000,149.77870000,149.94960000
-0.36135600,149.54680000,150.26700000,149.64450000,150.20600000
-0.35735600,149.46130000,150.18770000,149.54070000,150.23650000
-0.35335600,149.46740000,149.77870000,149.44910000,150.05340000
-0.34935600,149.51630000,149.44910000,149.65060000,149.90690000
-0.34535600,149.60170000,149.19890000,150.12050000,149.81540000
-0.34135600,149.83980000,149.35150000,150.37690000,149.69940000
-0.33735600,150.21210000,149.89470000,150.38910000,149.56510000
-0.33335600,150.21210000,150.18160000,150.41960000,149.63840000
-0.32935600,149.82150000,150.19380000,150.48070000,149.93130000
-0.32535600,149.63840000,150.18160000,150.15720000,149.83980000
-0.32135600,149.66280000,150.12050000,149.47360000,149.36980000
-0.31735600,149.72990000,150.08390000,149.33320000,149.32710000
-0.31335600,149.84590000,150.07780000,149.73600000,149.69330000
-0.30935600,149.90690000,150.14500000,149.99240000,150.02290000
-0.30535600,149.90080000,150.28530000,150.12050000,150.32200000
-0.30135600,149.87640000,150.21820000,149.93130000,150.27930000
