Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.50947013,150.35250000,149.97410000,149.72990000,150.04120000
-0.50547013,149.87030000,149.76650000,149.94960000,150.10830000
-0.50147013,149.57730000,149.65670000,149.91300000,150.23650000
-0.49747013,149.50410000,149.68110000,149.62000000,150.43790000
-0.49347013,149.47970000,149.68110000,149.70550000,150.38300000
-0.48947013,149.52240000,149.66280000,150.15720000,150.09610000
-0.48547013,149.67500000,149.74820000,150.27930000,149.83370000
-0.48147013,149.92520000,149.93130000,150.07170000,149.61390000
-0.47747013,149.92520000,149.97410000,149.92520000,149.55900000
-0.47347013,149.67500000,149.83370000,149.83980000,149.68110000
-0.46947013,149.52240000,150.12670000,149.71770000,149.83980000
-0.46547013,149.47970000,150.82860000,149.57120000,150.02290000
-0.46147013,149.51020000,150.85300000,149.72380000,150.02290000
-0.45747013,149.62000000,150.18770000,150.19380000,149.84590000
-0.45347013,149.73600000,149.97410000,150.16940000,149.65060000
-0.44947013,149.83370000,150.20600000,149.66280000,149.41860000
-0.44547013,149.91300000,150.31590000,149.38810000,149.69330000
-0.44147013,149.93130000,150.32810000,149.34540000,150.46850000
-0.43747013,150.08390000,150.18770000,149.51020000,150.58440000
-0.43347013,150.35250000,149.91300000,149.91910000,150.04120000
-0.42947013,150.26090000,149.67500000,149.86420000,149.79100000
-0.42547013,149.80310000,149.49800000,149.35150000,149.81540000
-0.42147013,149.71770000,149.59560000,149.13780000,149.93740000
-0.41747013,150.01070000,149.99850000,149.22330000,150.15720000
-0.41347013,150.05340000,150.02290000,149.34540000,150.35860000
-0.40947013,149.87030000,149.65060000,149.50410000,150.53560000
-0.40547013,149.69940000,149.71770000,149.65060000,150.49900000
-0.40147013,149.56510000,150.23650000,149.74820000,150.24260000
-0.39747013,149.36980000,150.03510000,149.80310000,150.13280000
-0.39347013,149.14400000,149.12560000,149.80310000,150.16330000
-0.38947013,149.05850000,148.96080000,149.73600000,150.10830000
-0.38547013,149.11950000,149.54070000,149.60170000,149.97410000
-0.38147013,149.26600000,149.96190000,149.63840000,149.99850000
-0.37747013,149.48580000,150.22430000,149.85200000,150.18160000
-0.37347013,149.62610000,150.23650000,149.79700000,150.32810000
-0.36947013,149.64450000,149.94960000,149.46740000,150.43790000
-0.36547013,149.74820000,149.94960000,149.40640000,150.44400000
-0.36147013,149.91910000,150.22430000,149.59560000,150.35860000
-0.35747013,149.99850000,150.23650000,149.74210000,150.09610000
-0.35347013,149.97410000,150.01680000,149.81540000,149.69940000
-0.34947013,150.01070000,149.74820000,149.98630000,149.49190000
-0.34547013,150.10220000,149.44300000,150.23650000,149.50410000
-0.34147013,149.98020000,149.48580000,150.22430000,149.65670000
-0.33747013,149.66890000,149.88860000,149.94350000,149.93740000
-0.33347013,149.57730000,149.92520000,149.94350000,150.14500000
-0.32947013,149.70550000,149.60780000,150.22430000,150.27310000
-0.32547013,149.87030000,149.41250000,150.22430000,150.15110000
-0.32147013,150.08390000,149.32710000,149.94350000,149.78480000
-0.31747013,149.92520000,149.59560000,149.93740000,149.58340000
-0.31347013,149.36980000,150.20600000,150.19380000,149.54680000
-0.30947013,149.42470000,150.37690000,150.32810000,149.58950000
-0.30547013,150.07170000,150.06560000,150.34030000,149.73600000
-0.30147013,150.34640000,150.02900000,150.13890000,149.69940000
