Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.51084743,149.66890000,150.51120000,149.85200000,149.45520000
-0.50684743,149.72380000,150.71870000,149.38200000,150.13280000
-0.50284743,149.91300000,150.48070000,149.40640000,150.09610000
-0.49884743,150.20600000,149.79100000,149.92520000,149.34540000
-0.49484743,150.29760000,149.62000000,150.13890000,149.25380000
-0.49084743,150.19380000,149.97410000,150.04120000,149.82150000
-0.48684743,149.92520000,150.13280000,149.94350000,149.91300000
-0.48284743,149.50410000,150.09000000,149.83980000,149.52850000
-0.47884743,149.39420000,150.14500000,149.75430000,149.57730000
-0.47484743,149.60780000,150.27930000,149.70550000,150.02900000
-0.47084743,149.72380000,150.24870000,149.71160000,150.18160000
-0.46684743,149.75430000,150.05950000,149.78480000,150.02900000
-0.46284743,149.85810000,149.99850000,149.74210000,149.93130000
-0.45884743,150.02900000,150.09610000,149.56510000,149.88860000
-0.45484743,150.11440000,150.03510000,149.77260000,149.83370000
-0.45084743,150.11440000,149.82150000,150.33420000,149.76650000
-0.44684743,150.02900000,149.88860000,150.48070000,149.80930000
-0.44284744,149.85810000,150.23040000,150.18770000,149.97410000
-0.43884744,149.74210000,150.20600000,150.09000000,149.83370000
-0.43484744,149.66890000,149.82150000,150.18770000,149.39420000
-0.43084744,149.79700000,149.66890000,150.13890000,149.24160000
-0.42684744,150.13280000,149.74210000,149.95570000,149.38200000
-0.42284744,150.09610000,149.86420000,149.87030000,149.55290000
-0.41884744,149.68720000,150.02900000,149.88250000,149.74820000
-0.41484744,149.62610000,150.14500000,149.91910000,150.01680000
-0.41084744,149.91910000,150.20600000,150.00460000,150.35250000
-0.40684744,149.96190000,150.12050000,149.90690000,150.16940000
-0.40284744,149.77870000,149.88250000,149.63840000,149.46740000
-0.39884744,149.59560000,149.76040000,149.66890000,149.26600000
-0.39484744,149.41860000,149.76040000,150.00460000,149.57120000
-0.39084744,149.42470000,149.88250000,150.07170000,149.66280000
-0.38684744,149.62000000,150.12670000,149.87030000,149.55900000
-0.38284744,149.71160000,150.19380000,149.74210000,149.63220000
-0.37884744,149.70550000,150.09610000,149.68110000,149.87640000
-0.37484744,149.63840000,149.82760000,149.76650000,150.01070000
-0.37084744,149.49190000,149.38200000,149.99850000,150.01680000
-0.36684744,149.57730000,149.41860000,150.17550000,150.18770000
-0.36284744,149.87640000,149.94960000,150.31590000,150.52340000
-0.35884744,150.05340000,150.07170000,150.16330000,150.45630000
-0.35484744,150.10220000,149.79100000,149.72380000,150.00460000
-0.35084744,150.02900000,149.66280000,149.58950000,149.84590000
-0.34684744,149.83370000,149.69330000,149.79100000,149.98630000
-0.34284744,149.83980000,149.66280000,149.65060000,150.17550000
-0.33884744,150.05340000,149.57120000,149.20500000,150.43180000
-0.33484744,150.02290000,149.72380000,149.11340000,150.37690000
-0.33084744,149.75430000,150.13280000,149.38200000,150.01070000
-0.32684744,149.72380000,150.04120000,149.56510000,149.77260000
-0.32284744,149.94350000,149.44300000,149.65670000,149.65670000
-0.31884744,149.95570000,149.36980000,149.71770000,149.76650000
-0.31484744,149.77870000,149.81540000,149.73600000,150.12670000
-0.31084744,149.58950000,150.11440000,149.57120000,150.01070000
-0.30684744,149.38200000,150.25480000,149.22330000,149.41250000
-0.30284744,149.52850000,150.29760000,149.33930000,149.31480000
