Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.51156022,149.57120000,150.45630000,149.53460000,149.88860000
-0.50756022,149.27820000,150.16330000,149.89470000,149.98630000
-0.50356022,149.15620000,150.14500000,149.95570000,150.18770000
-0.49956022,149.21720000,150.40740000,149.71770000,150.48680000
-0.49556022,149.38810000,150.52950000,149.79700000,150.57220000
-0.49156022,149.64450000,150.51120000,150.18160000,150.43790000
-0.48756022,149.97410000,150.48680000,150.30360000,150.32200000
-0.48356022,150.38910000,150.45630000,150.16940000,150.23650000
-0.47956022,150.11440000,150.29140000,150.01680000,150.05950000
-0.47556022,149.15620000,150.02900000,149.84590000,149.79700000
-0.47156022,148.91810000,149.76650000,149.79100000,149.87030000
-0.46756022,149.41250000,149.54680000,149.87640000,150.29760000
-0.46356022,149.62610000,149.54680000,149.88250000,150.23650000
-0.45956022,149.54070000,149.79700000,149.83370000,149.67500000
-0.45556022,149.73600000,149.94960000,149.71160000,149.68110000
-0.45156022,150.17550000,150.00460000,149.51020000,150.24870000
-0.44756022,150.26090000,149.93740000,149.59560000,150.25480000
-0.44356023,149.98020000,149.73600000,149.97410000,149.69330000
-0.43956023,149.85810000,149.73600000,150.12670000,149.62610000
-0.43556023,149.88860000,149.94350000,150.05950000,150.03510000
-0.43156023,149.88250000,149.97410000,149.86420000,150.20600000
-0.42756023,149.87030000,149.82150000,149.51020000,150.15720000
-0.42356023,149.60780000,149.84590000,149.69940000,149.87640000
-0.41956023,149.12560000,150.02900000,150.42570000,149.35760000
-0.41556023,148.97310000,150.11440000,150.49900000,149.38810000
-0.41156023,149.15010000,150.07780000,149.92520000,149.94350000
-0.40756023,149.47360000,150.15720000,149.54070000,150.29760000
-0.40356023,149.91910000,150.32810000,149.34540000,150.42570000
-0.39956023,150.18770000,150.45010000,149.29650000,150.48070000
-0.39556023,150.26090000,150.53560000,149.40640000,150.43790000
-0.39156023,149.98020000,150.35860000,149.61390000,150.24260000
-0.38756023,149.34540000,149.92520000,149.90080000,149.92520000
-0.38356023,149.22940000,149.80930000,150.01070000,149.60780000
-0.37956023,149.62000000,150.04120000,149.94350000,149.34540000
-0.37556023,149.92520000,150.07780000,149.82150000,149.23550000
-0.37156023,150.13280000,149.94350000,149.65060000,149.30270000
-0.36756023,150.18160000,149.86420000,149.57120000,149.44910000
-0.36356023,150.05340000,149.81540000,149.60170000,149.68720000
-0.35956023,149.93740000,150.11440000,149.54680000,149.76650000
-0.35556023,149.84590000,150.75530000,149.41250000,149.67500000
-0.35156023,149.72380000,150.77970000,149.41250000,149.69330000
-0.34756023,149.57730000,150.18770000,149.52850000,149.79700000
-0.34356023,149.69330000,149.97410000,149.64450000,149.94960000
-0.33956023,150.06560000,150.14500000,149.72990000,150.13890000
-0.33556023,150.24260000,150.18770000,149.88250000,150.10220000
-0.33156023,150.21820000,150.10220000,150.09610000,149.83370000
-0.32756023,150.15720000,150.13280000,149.94350000,149.76650000
-0.32356023,150.04730000,150.26090000,149.41860000,149.88250000
-0.31956023,149.93740000,150.29140000,149.35760000,150.09610000
-0.31556023,149.84590000,150.21820000,149.75430000,150.39520000
-0.31156023,149.72380000,150.18770000,149.94960000,150.41350000
-0.30756023,149.59560000,150.21210000,149.94350000,150.12670000
-0.30356023,149.65670000,150.13280000,149.78480000,150.13280000
