Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.51043052,149.40030000,150.07170000,150.00460000,149.96190000
-0.50643052,149.85810000,149.73600000,149.91300000,149.99240000
-0.50243052,149.98020000,149.83370000,149.91300000,149.87030000
-0.49843052,149.76040000,150.37080000,149.99240000,149.57730000
-0.49443052,149.66280000,150.43180000,149.94350000,149.72380000
-0.49043052,149.68110000,150.01680000,149.78480000,150.30980000
-0.48643052,149.68720000,149.88860000,149.58950000,150.43180000
-0.48243052,149.68720000,150.03510000,149.36980000,150.09610000
-0.47843052,149.68110000,150.13280000,149.25380000,149.90080000
-0.47443052,149.65060000,150.17550000,149.25380000,149.84590000
-0.47043052,149.80310000,150.20600000,149.36980000,149.93740000
-0.46643052,150.13280000,150.21820000,149.57730000,150.16940000
-0.46243052,150.09610000,150.13890000,149.81540000,150.35250000
-0.45843052,149.68110000,149.98020000,150.06560000,150.50510000
-0.45443052,149.65060000,149.80310000,149.99240000,150.27310000
-0.45043052,150.00460000,149.63220000,149.57120000,149.65670000
-0.44643052,150.04730000,149.63840000,149.60170000,149.42470000
-0.44243052,149.80310000,149.83370000,150.06560000,149.58340000
-0.43843052,149.58950000,149.88860000,150.15720000,149.74820000
-0.43443052,149.43080000,149.78480000,149.86420000,149.94960000
-0.43043052,149.38200000,149.90080000,149.82150000,149.85810000
-0.42643052,149.46740000,150.23040000,150.01680000,149.46130000
-0.42243052,149.46130000,150.21210000,150.14500000,149.38810000
-0.41843052,149.34540000,149.82150000,150.20600000,149.62000000
-0.41443052,149.54680000,150.02290000,150.12050000,149.93130000
-0.41043052,150.05340000,150.79810000,149.90690000,150.31590000
-0.40643052,150.16940000,150.92620000,149.67500000,150.21820000
-0.40243052,149.87030000,150.39520000,149.46130000,149.61390000
-0.39843052,149.80310000,150.09610000,149.37590000,149.51630000
-0.39443052,149.94960000,150.04730000,149.44910000,149.89470000
-0.39043052,149.98630000,149.92520000,149.54070000,150.20600000
-0.38643052,149.91300000,149.77870000,149.66280000,150.44400000
-0.38243052,149.88860000,149.58950000,149.68110000,150.34640000
-0.37843052,149.92520000,149.34540000,149.58340000,149.90080000
-0.37443052,149.77870000,149.67500000,149.66890000,149.74820000
-0.37043052,149.47970000,150.56610000,149.91300000,149.90080000
-0.36643052,149.36980000,150.72480000,150.01070000,150.02900000
-0.36243052,149.46130000,150.16330000,149.95570000,150.13890000
-0.35843052,149.47360000,149.65060000,149.77260000,150.16330000
-0.35443052,149.41860000,149.20500000,149.45520000,150.08390000
-0.35043052,149.32710000,149.15010000,149.46130000,150.09000000
-0.34643052,149.18060000,149.50410000,149.79700000,150.19380000
-0.34243052,149.25990000,149.89470000,149.89470000,150.05340000
-0.33843052,149.51020000,150.32200000,149.77260000,149.69330000
-0.33443052,149.91910000,150.24870000,149.58950000,149.48580000
-0.33043052,150.45010000,149.65060000,149.35760000,149.41860000
-0.32643052,150.56000000,149.56510000,149.30270000,149.61390000
-0.32243052,150.21210000,149.98630000,149.43080000,150.07780000
-0.31843052,150.05340000,150.04730000,149.54680000,150.04730000
-0.31443052,150.09000000,149.74820000,149.65670000,149.52240000
-0.31043052,150.07170000,149.76650000,149.71160000,149.33320000
-0.30643052,150.02900000,150.07170000,149.71160000,149.47970000
-0.30243052,149.94350000,150.27930000,149.65060000,149.63840000
