Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.51560970,150.31590000,149.83980000,150.70650000,149.71160000
-0.51160970,149.78480000,149.93130000,149.85810000,149.97410000
-0.50760970,149.83980000,150.10220000,149.55900000,150.08390000
-0.50360970,150.46240000,150.34640000,149.83370000,150.01680000
-0.49960970,150.46850000,150.34030000,149.85200000,150.23650000
-0.49560970,149.87030000,150.07170000,149.65670000,150.73090000
-0.49160970,149.68720000,150.01070000,149.55900000,150.51730000
-0.48760970,149.94350000,150.13890000,149.54680000,149.59560000
-0.48360970,149.92520000,150.23040000,149.69940000,149.44910000
-0.47960970,149.65670000,150.27310000,150.01070000,150.09610000
-0.47560970,149.59560000,150.32810000,150.06560000,150.22430000
-0.47160970,149.74210000,150.37690000,149.85200000,149.86420000
-0.46760970,149.80310000,150.40130000,149.79100000,149.77870000
-0.46360970,149.78480000,150.39520000,149.87030000,149.96800000
-0.45960970,149.80310000,150.40130000,149.91300000,149.82760000
-0.45560970,149.83370000,150.43790000,149.95570000,149.36370000
-0.45160970,150.01070000,150.26700000,149.70550000,149.33930000
-0.44760970,150.33420000,149.90080000,149.15010000,149.74210000
-0.44360970,150.30980000,149.81540000,149.32710000,149.85810000
-0.43960970,149.93740000,150.03510000,150.23650000,149.68110000
-0.43560970,149.69940000,150.10220000,150.47450000,149.73600000
-0.43160970,149.60780000,150.02900000,150.04120000,149.98630000
-0.42760970,149.58950000,149.96800000,149.84590000,150.07780000
-0.42360970,149.66280000,149.90690000,149.87030000,150.00460000
-0.41960970,149.69330000,149.91300000,149.93740000,149.93740000
-0.41560970,149.66890000,149.99850000,150.05340000,149.86420000
-0.41160970,149.75430000,149.94350000,150.11440000,149.92520000
-0.40760970,149.93740000,149.74820000,150.11440000,150.13890000
-0.40360970,149.99240000,149.69330000,150.05340000,150.08390000
-0.39960970,149.91300000,149.78480000,149.93740000,149.76040000
-0.39560970,149.88250000,149.75430000,149.88250000,149.66890000
-0.39160970,149.88860000,149.60780000,149.91300000,149.82760000
-0.38760970,149.87640000,149.65670000,149.82760000,149.83370000
-0.38360970,149.82760000,149.87640000,149.63840000,149.68720000
-0.37960970,150.06560000,150.13890000,149.60780000,149.70550000
-0.37560970,150.57830000,150.43790000,149.73600000,149.87640000
-0.37160970,150.61500000,150.43790000,149.82150000,150.06560000
-0.36760970,150.17550000,150.13280000,149.85200000,150.26090000
-0.36360970,149.87640000,149.88860000,149.97410000,150.13890000
-0.35960970,149.72380000,149.71160000,150.18770000,149.69330000
-0.35560970,149.71160000,149.78480000,150.06560000,149.54680000
-0.35160970,149.85810000,150.12050000,149.62000000,149.69940000
-0.34760970,149.86420000,150.12670000,149.48580000,149.79100000
-0.34360970,149.74210000,149.80930000,149.64450000,149.82150000
-0.33960970,149.65060000,149.63220000,150.02900000,149.94350000
-0.33560970,149.59560000,149.57730000,150.63940000,150.15110000
-0.33160970,149.59560000,149.66890000,150.76140000,150.05950000
-0.32760970,149.65060000,149.88250000,150.40740000,149.66890000
-0.32360970,149.74210000,150.12050000,149.93130000,149.57120000
-0.31960970,149.86420000,150.35250000,149.34540000,149.76040000
-0.31560970,149.86420000,150.32200000,149.24160000,149.97410000
-0.31160970,149.74820000,150.01070000,149.67500000,150.19380000
-0.30760970,149.62610000,149.83980000,149.76650000,150.27310000
