Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.51066225,149.94960000,150.35250000,150.25480000,149.77870000
-0.50666225,149.85200000,150.32200000,150.23040000,150.02290000
-0.50266225,149.71160000,150.24870000,150.13280000,149.99850000
-0.49866225,149.54680000,150.10830000,149.95570000,149.73600000
-0.49466225,149.46130000,150.16940000,149.87030000,149.68110000
-0.49066225,149.46740000,150.43180000,149.87640000,149.83980000
-0.48666225,149.52850000,150.46850000,149.94350000,149.80310000
-0.48266225,149.64450000,150.28530000,150.09610000,149.56510000
-0.47866226,149.69330000,150.10830000,149.98630000,149.70550000
-0.47466226,149.66280000,149.94960000,149.61390000,150.18770000
-0.47066226,149.77260000,149.85810000,149.46740000,150.46240000
-0.46666226,150.02900000,149.83370000,149.55900000,150.52950000
-0.46266226,150.05340000,150.06560000,149.59560000,150.27930000
-0.45866226,149.83980000,150.56610000,149.58340000,149.70550000
-0.45466226,149.84590000,150.65160000,149.61390000,149.63220000
-0.45066226,150.09000000,150.32200000,149.68110000,150.08390000
-0.44666226,149.91300000,150.11440000,149.66890000,150.05340000
-0.44266226,149.31480000,150.01680000,149.55290000,149.56510000
-0.43866226,149.28430000,150.02900000,149.76040000,149.55900000
-0.43466226,149.83370000,150.16330000,150.27310000,150.02900000
-0.43066226,149.99240000,150.17550000,150.32810000,150.17550000
-0.42666226,149.77870000,150.07780000,149.91910000,150.00460000
-0.42266226,149.62000000,149.87030000,149.77260000,150.00460000
-0.41866226,149.51630000,149.55290000,149.90080000,150.17550000
-0.41466226,149.49190000,149.59560000,149.79700000,150.01680000
-0.41066226,149.55290000,150.01070000,149.48580000,149.51630000
-0.40666226,149.60780000,150.01070000,149.36980000,149.68720000
-0.40266226,149.65670000,149.59560000,149.46130000,150.51730000
-0.39866226,149.71770000,149.55900000,149.49800000,150.77970000
-0.39466226,149.77260000,149.87640000,149.47970000,150.45010000
-0.39066226,149.79700000,150.05950000,149.52850000,150.41350000
-0.38666226,149.77870000,150.09000000,149.63840000,150.63940000
-0.38266226,149.82760000,150.08390000,149.75430000,150.59050000
-0.37866226,149.91300000,150.02900000,149.87030000,150.27930000
-0.37466226,150.12050000,149.96190000,149.86420000,150.13890000
-0.37066226,150.42570000,149.87030000,149.72990000,150.19380000
-0.36666226,150.43180000,150.01680000,149.68720000,150.07780000
-0.36266226,150.15110000,150.39520000,149.72380000,149.81540000
-0.35866226,149.83370000,150.47450000,149.93130000,149.82760000
-0.35466226,149.51630000,150.24870000,150.31590000,150.13890000
-0.35066226,149.29650000,150.21210000,150.31590000,150.02290000
-0.34666226,149.23550000,150.34030000,149.93130000,149.50410000
-0.34266226,149.09510000,150.43180000,149.71770000,149.37590000
-0.33866226,148.91200000,150.48680000,149.66890000,149.65060000
-0.33466226,148.93640000,150.48680000,149.79700000,149.82760000
-0.33066226,149.15620000,150.43790000,150.13280000,149.91300000
-0.32666226,149.41860000,150.32200000,150.10220000,150.02290000
-0.32266226,149.69940000,150.15110000,149.69940000,150.11440000
-0.31866226,149.80930000,150.09610000,149.61390000,150.23650000
-0.31466226,149.72990000,150.16940000,149.83980000,150.38300000
-0.31066226,149.63840000,150.20600000,149.87030000,150.23040000
-0.30666226,149.51630000,150.21820000,149.71160000,149.76650000
-0.30266226,149.47360000,150.13280000,149.76650000,149.74210000
