Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.51052189,149.88250000,150.19990000,149.32710000,149.81540000
-0.50652189,149.90080000,150.43180000,149.21720000,149.79100000
-0.50252189,149.83980000,150.49290000,149.54680000,149.71160000
-0.49852189,149.69940000,150.38910000,150.30360000,149.58950000
-0.49452189,149.75430000,150.15720000,150.41350000,149.56510000
-0.49052189,150.00460000,149.80930000,149.83370000,149.63220000
-0.48652189,150.12050000,149.66280000,149.76650000,149.68720000
-0.48252189,150.09610000,149.72380000,150.20600000,149.71770000
-0.47852190,150.08390000,149.93130000,150.21820000,149.83370000
-0.47452190,150.05340000,150.27930000,149.84590000,150.01070000
-0.47052190,150.21210000,150.41350000,149.60170000,150.07170000
-0.46652190,150.57830000,150.30360000,149.51020000,149.99850000
-0.46252190,150.37690000,150.35250000,149.52240000,149.93740000
-0.45852190,149.62610000,150.53560000,149.65670000,149.87640000
-0.45452190,149.33320000,150.63330000,149.68720000,149.88250000
-0.45052190,149.51630000,150.65770000,149.61390000,149.96190000
-0.44652190,149.61390000,150.42570000,149.57730000,149.93740000
-0.44252190,149.64450000,149.95570000,149.55900000,149.82760000
-0.43852190,149.76040000,149.76040000,149.67500000,149.67500000
-0.43452190,149.93130000,149.86420000,149.93130000,149.46740000
-0.43052190,150.01680000,149.90080000,149.97410000,149.59560000
-0.42652190,150.00460000,149.88860000,149.82150000,150.07170000
-0.42252190,149.96800000,149.92520000,149.48580000,150.07780000
-0.41852190,149.89470000,150.00460000,148.97310000,149.62610000
-0.41452190,149.92520000,149.91300000,149.03410000,149.38200000
-0.41052190,150.04730000,149.62000000,149.66890000,149.33930000
-0.40652190,150.11440000,149.73600000,149.97410000,149.42470000
-0.40252190,150.13280000,150.24260000,149.94960000,149.63840000
-0.39852190,149.98630000,150.39520000,149.77870000,149.90690000
-0.39452190,149.71160000,150.19380000,149.44300000,150.21210000
-0.39052190,149.47360000,150.01070000,149.50410000,150.17550000
-0.38652190,149.30270000,149.86420000,149.96800000,149.77260000
-0.38252190,149.36370000,149.74210000,150.05340000,149.68720000
-0.37852190,149.67500000,149.66890000,149.74210000,149.91910000
-0.37452190,149.84590000,149.81540000,149.79100000,149.92520000
-0.37052190,149.85810000,150.17550000,150.18770000,149.71770000
-0.36652190,149.93740000,150.31590000,150.27930000,149.67500000
-0.36252190,150.04120000,150.21210000,150.07170000,149.77870000
-0.35852190,150.12670000,150.23650000,149.95570000,149.98020000
-0.35452190,150.18770000,150.38910000,149.93130000,150.26090000
-0.35052190,150.16330000,150.30360000,149.82150000,150.43790000
-0.34652190,150.05950000,150.00460000,149.63840000,150.49900000
-0.34252190,149.91300000,149.85200000,149.60780000,150.34640000
-0.33852190,149.74210000,149.85810000,149.73600000,149.98630000
-0.33452190,149.68110000,149.98630000,149.82760000,149.84590000
-0.33052190,149.74210000,150.26090000,149.88250000,149.94960000
-0.32652190,149.86420000,150.19990000,149.88860000,149.92520000
-0.32252190,150.04120000,149.80930000,149.85810000,149.76040000
-0.31852190,150.07170000,149.68720000,149.65060000,149.88250000
-0.31452190,149.94960000,149.82150000,149.27210000,150.28530000
-0.31052190,149.83370000,149.98020000,149.25380000,150.28530000
-0.30652190,149.74210000,150.16330000,149.60780000,149.87640000
-0.30252190,149.62610000,150.13890000,149.64450000,149.78480000
