Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.51003228,149.89470000,150.35860000,149.65060000,149.70550000
-0.50603228,150.46240000,150.16940000,149.61390000,150.12050000
-0.50203228,150.51730000,150.05340000,149.55290000,150.31590000
-0.49803228,150.06560000,149.99850000,149.47360000,150.26700000
-0.49403228,149.79100000,150.03510000,149.58950000,150.29140000
-0.49003228,149.68720000,150.17550000,149.88860000,150.37080000
-0.48603228,149.75430000,150.14500000,150.03510000,150.30980000
-0.48203228,149.99850000,149.96190000,150.02900000,150.11440000
-0.47803228,150.15110000,149.87640000,149.90080000,150.09610000
-0.47403228,150.21820000,149.91300000,149.62000000,150.27310000
-0.47003228,150.08390000,149.82760000,149.71160000,150.13280000
-0.46603228,149.71770000,149.64450000,150.17550000,149.69330000
-0.46203228,149.87030000,149.62000000,150.26700000,149.54070000
-0.45803228,150.54170000,149.76650000,149.99850000,149.66280000
-0.45403228,150.58440000,149.75430000,149.84590000,149.90690000
-0.45003228,150.02290000,149.55900000,149.82150000,150.26090000
-0.44603228,149.63220000,149.82150000,149.74210000,150.37690000
-0.44203228,149.40640000,150.50510000,149.62000000,150.21820000
-0.43803228,149.47970000,150.64550000,149.59560000,150.15110000
-0.43403228,149.87640000,150.20600000,149.67500000,150.15720000
-0.43003228,149.99850000,150.13890000,149.67500000,150.19990000
-0.42603228,149.86420000,150.43790000,149.60780000,150.29760000
-0.42203228,149.70550000,150.45010000,149.60170000,150.11440000
-0.41803228,149.50410000,150.21820000,149.65670000,149.63840000
-0.41403228,149.60170000,149.98630000,149.74210000,149.69940000
-0.41003228,150.02900000,149.80310000,149.84590000,150.29760000
-0.40603228,149.93740000,149.56510000,149.93130000,150.45010000
-0.40203228,149.35150000,149.30870000,149.99240000,150.15720000
-0.39803228,149.19280000,149.45520000,149.95570000,150.05950000
-0.39403228,149.47360000,149.99240000,149.82760000,150.15110000
-0.39003228,149.65670000,150.29140000,149.79700000,150.15720000
-0.38603228,149.76650000,150.32810000,149.85810000,150.09000000
-0.38203228,149.74820000,150.19380000,149.95570000,150.05340000
-0.37803228,149.56510000,149.86420000,150.10220000,150.04120000
-0.37403228,149.76650000,149.86420000,149.98630000,150.13280000
-0.37003228,150.34030000,150.19380000,149.63840000,150.32200000
-0.36603228,150.46850000,150.31590000,149.39420000,150.35250000
-0.36203228,150.17550000,150.23040000,149.26600000,150.23040000
-0.35803228,149.74820000,150.16330000,149.44910000,150.10220000
-0.35403228,149.18060000,150.11440000,149.93740000,149.96800000
-0.35003228,149.25380000,150.08390000,150.12050000,150.06560000
-0.34603228,149.98630000,150.05950000,149.98630000,150.38910000
-0.34203228,150.15720000,150.19990000,149.77260000,150.41350000
-0.33803229,149.75430000,150.49290000,149.47360000,150.12670000
-0.33403229,149.80930000,150.63940000,149.38810000,150.13280000
-0.33003229,150.29760000,150.63330000,149.52240000,150.43180000
-0.32603229,150.26700000,150.51120000,149.64450000,150.35250000
-0.32203229,149.70550000,150.26090000,149.74210000,149.93130000
-0.31803229,149.69940000,150.21820000,149.82760000,149.65670000
-0.31403229,150.24870000,150.40130000,149.88250000,149.54680000
-0.31003229,150.34640000,150.24870000,149.87640000,149.66890000
-0.30603229,149.99240000,149.76650000,149.78480000,150.04120000
-0.30203229,149.88860000,149.86420000,149.87030000,150.23040000
