Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.51159390,149.23550000,149.95570000,149.90080000,149.87030000
-0.50759390,149.96800000,150.15110000,149.66280000,149.52240000
-0.50359390,150.21210000,150.15110000,149.57120000,149.54680000
-0.49959390,149.96800000,149.95570000,149.62000000,149.91910000
-0.49559390,149.87640000,149.90080000,149.83370000,150.16330000
-0.49159390,149.93740000,149.99240000,150.21210000,150.28530000
-0.48759390,149.72990000,149.94350000,150.24260000,150.13280000
-0.48359390,149.25990000,149.77260000,149.92520000,149.69940000
-0.47959390,149.32710000,149.62610000,149.69330000,149.52850000
-0.47559390,149.93740000,149.51020000,149.57120000,149.64450000
-0.47159390,150.04120000,149.54070000,149.40030000,149.62610000
-0.46759390,149.66280000,149.71770000,149.21110000,149.48580000
-0.46359390,149.32100000,149.86420000,149.26600000,149.50410000
-0.45959390,149.00970000,149.98630000,149.55290000,149.65670000
-0.45559390,149.12560000,149.94350000,149.82150000,149.88250000
-0.45159390,149.66280000,149.72380000,150.05950000,150.14500000
-0.44759390,150.05340000,149.77870000,150.02900000,150.37690000
-0.44359390,150.28530000,150.10220000,149.72990000,150.56610000
-0.43959390,150.12670000,150.18770000,149.45520000,150.43790000
-0.43559390,149.55290000,150.04120000,149.21110000,149.98020000
-0.43159390,149.37590000,150.00460000,149.30270000,149.91910000
-0.42759390,149.58950000,150.07780000,149.71770000,150.26700000
-0.42359390,149.78480000,150.07780000,150.01680000,150.37080000
-0.41959390,149.98630000,149.99850000,150.18160000,150.24870000
-0.41559390,149.86420000,150.05950000,150.10830000,150.06560000
-0.41159390,149.40640000,150.25480000,149.78480000,149.83370000
-0.40759390,149.30870000,150.25480000,149.69940000,149.75430000
-0.40359390,149.56510000,150.06560000,149.85810000,149.83370000
-0.39959390,149.80930000,149.97410000,149.87030000,149.87640000
-0.39559390,150.04730000,149.99240000,149.73600000,149.87640000
-0.39159390,150.00460000,150.00460000,149.67500000,149.83370000
-0.38759390,149.65670000,150.02290000,149.67500000,149.73600000
-0.38359390,149.65670000,149.92520000,149.72990000,149.88860000
-0.37959390,149.99850000,149.70550000,149.83980000,150.27930000
-0.37559390,150.05950000,149.82150000,149.95570000,150.31590000
-0.37159390,149.83980000,150.27930000,150.06560000,150.01070000
-0.36759390,149.83980000,150.34030000,150.09000000,149.74210000
-0.36359390,150.07780000,150.00460000,150.01680000,149.52240000
-0.35959390,149.96800000,149.88860000,149.98630000,149.47360000
-0.35559390,149.55290000,150.00460000,149.99850000,149.63220000
-0.35159390,149.25990000,149.89470000,149.98020000,149.62610000
-0.34759390,149.09510000,149.58340000,149.94350000,149.46130000
-0.34359390,149.16840000,149.51020000,149.79700000,149.56510000
-0.33959390,149.47970000,149.66890000,149.54680000,149.91300000
-0.33559390,149.58340000,149.99240000,149.54070000,150.18770000
-0.33159390,149.44910000,150.48070000,149.77260000,150.37690000
-0.32759390,149.68110000,150.53560000,150.02290000,150.21820000
-0.32359390,150.27310000,150.14500000,150.30360000,149.71160000
-0.31959390,150.26700000,149.92520000,150.09000000,149.56510000
-0.31559390,149.66890000,149.86420000,149.39420000,149.79700000
-0.31159390,149.48580000,150.02290000,149.18670000,149.86420000
-0.30759390,149.73600000,150.42570000,149.49190000,149.77870000
-0.30359390,149.74820000,150.39520000,149.62000000,149.77870000
