Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.50978507,149.82150000,149.57730000,149.48580000,149.97410000
-0.50578507,149.85200000,149.37590000,149.54680000,149.55290000
-0.50178507,149.93130000,149.55900000,149.63840000,149.49800000
-0.49778507,150.04120000,150.11440000,149.76650000,149.81540000
-0.49378507,150.10830000,150.27930000,149.73600000,149.71770000
-0.48978507,150.14500000,150.01070000,149.52850000,149.19280000
-0.48578507,149.91300000,150.12670000,149.50410000,149.43080000
-0.48178507,149.42470000,150.60270000,149.65670000,150.41350000
-0.47778507,149.24770000,150.55390000,149.62610000,150.56610000
-0.47378507,149.38200000,149.99240000,149.41860000,149.88250000
-0.46978507,149.62610000,149.69330000,149.43690000,149.57120000
-0.46578507,149.99850000,149.67500000,149.67500000,149.60780000
-0.46178507,150.02290000,149.74210000,149.87640000,149.72990000
-0.45778507,149.68720000,149.90690000,150.02900000,149.94350000
-0.45378507,149.56510000,150.05950000,150.11440000,150.17550000
-0.44978507,149.67500000,150.18770000,150.12670000,150.39520000
-0.44578507,149.62000000,150.09610000,149.99240000,150.48680000
-0.44178507,149.41860000,149.77260000,149.74210000,150.46850000
-0.43778507,149.41860000,149.71160000,149.38200000,150.11440000
-0.43378507,149.62000000,149.91910000,148.92420000,149.46130000
-0.42978507,149.66890000,150.01070000,149.07680000,149.19890000
-0.42578507,149.55290000,150.01070000,149.82760000,149.35150000
-0.42178507,149.72990000,149.91910000,150.16330000,149.57120000
-0.41778507,150.21210000,149.71770000,150.07780000,149.87640000
-0.41378507,150.11440000,149.74820000,149.81540000,149.92520000
-0.40978507,149.44300000,149.98630000,149.35150000,149.69330000
-0.40578507,149.33930000,150.16330000,149.43690000,149.71770000
-0.40178507,149.80310000,150.26700000,150.07170000,149.98630000
-0.39778507,150.07780000,150.25480000,150.34640000,150.04120000
-0.39378507,150.16940000,150.12050000,150.25480000,149.87640000
-0.38978507,150.13280000,150.12670000,150.10220000,149.93130000
-0.38578507,149.94350000,150.30360000,149.88250000,150.20600000
-0.38178507,149.88250000,150.12670000,149.71160000,150.19990000
-0.37778507,149.96800000,149.60780000,149.59560000,149.92520000
-0.37378507,149.94350000,149.55900000,149.63840000,149.89470000
-0.36978507,149.79700000,149.97410000,149.86420000,150.12050000
-0.36578507,149.83370000,150.06560000,149.76040000,150.09000000
-0.36178507,150.05340000,149.83370000,149.32710000,149.82760000
-0.35778507,149.98630000,149.82760000,149.48580000,149.76650000
-0.35378507,149.62000000,150.04730000,150.26090000,149.89470000
-0.34978507,149.74210000,150.05340000,150.14500000,150.01680000
-0.34578507,150.36470000,149.85810000,149.15620000,150.13890000
-0.34178507,150.34030000,149.73600000,148.91200000,150.11440000
-0.33778507,149.69330000,149.65670000,149.40640000,149.94350000
-0.33378507,149.41250000,149.80930000,149.65670000,149.76650000
-0.32978507,149.47970000,150.17550000,149.68720000,149.58340000
-0.32578507,149.76040000,150.28530000,149.64450000,149.62000000
-0.32178507,150.26700000,150.12670000,149.52240000,149.88250000
-0.31778507,150.29760000,150.11440000,149.46130000,149.93130000
-0.31378507,149.83980000,150.21820000,149.45520000,149.74210000
-0.30978507,149.63220000,150.37690000,149.53460000,149.91300000
-0.30578507,149.66890000,150.59050000,149.67500000,150.40130000
-0.30178507,149.68110000,150.44400000,149.94350000,150.57830000
