Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.51073536,149.91910000,149.84590000,149.47360000,150.31590000
-0.50673536,150.38300000,149.88250000,149.85810000,150.41960000
-0.50273536,150.41350000,149.90690000,150.04120000,150.51120000
-0.49873536,150.01070000,149.91300000,150.01070000,150.57830000
-0.49473536,149.90080000,149.85200000,149.96800000,150.52340000
-0.49073536,150.11440000,149.71770000,149.90690000,150.35250000
-0.48673536,149.87640000,149.71160000,149.91300000,150.18770000
-0.48273536,149.20500000,149.80310000,149.98630000,150.04120000
-0.47873537,149.25990000,150.04120000,149.96190000,149.89470000
-0.47473537,150.02900000,150.40130000,149.85200000,149.76040000
-0.47073537,150.35860000,150.49290000,149.72990000,149.85810000
-0.46673537,150.21820000,150.32810000,149.60170000,150.20600000
-0.46273537,150.23650000,149.99850000,149.66890000,150.16330000
-0.45873537,150.39520000,149.51020000,149.95570000,149.71160000
-0.45473537,150.27310000,149.45520000,149.87640000,149.85200000
-0.45073537,149.85810000,149.84590000,149.43690000,150.54780000
-0.44673537,149.91910000,150.07780000,149.25990000,150.81640000
-0.44273537,150.45630000,150.13890000,149.35150000,150.64550000
-0.43873537,150.54780000,150.27930000,149.41250000,150.52950000
-0.43473537,150.19380000,150.47450000,149.45520000,150.46850000
-0.43073537,150.10830000,150.40740000,149.53460000,150.18160000
-0.42673537,150.30980000,150.07170000,149.62610000,149.70550000
-0.42273537,150.11440000,150.07170000,149.79700000,149.56510000
-0.41873537,149.57730000,150.40130000,150.05340000,149.79700000
-0.41473537,149.30870000,150.49900000,150.01070000,149.86420000
-0.41073537,149.34540000,150.37080000,149.64450000,149.78480000
-0.40673537,149.44910000,150.23040000,149.74210000,149.74210000
-0.40273537,149.65060000,150.09610000,150.31590000,149.70550000
-0.39873537,149.60780000,149.86420000,150.16940000,149.91910000
-0.39473537,149.28430000,149.55900000,149.32100000,150.36470000
-0.39073537,149.51630000,149.57120000,149.10730000,150.39520000
-0.38673537,150.28530000,149.90080000,149.51630000,150.01680000
-0.38273537,150.43180000,149.98630000,149.82760000,149.76650000
-0.37873537,149.93740000,149.80930000,150.05950000,149.64450000
-0.37473537,149.77870000,149.89470000,150.01070000,149.80310000
-0.37073537,149.92520000,150.22430000,149.65670000,150.25480000
-0.36673537,150.04730000,150.22430000,149.68720000,150.32200000
-0.36273537,150.14500000,149.88860000,150.11440000,149.98630000
-0.35873537,150.23040000,149.81540000,150.09610000,149.80310000
-0.35473537,150.29140000,150.00460000,149.66280000,149.75430000
-0.35073537,150.26700000,150.18770000,149.38810000,149.82150000
-0.34673537,150.18770000,150.35860000,149.25990000,150.01680000
-0.34273537,149.92520000,150.35860000,149.45520000,150.04120000
-0.33873537,149.51630000,150.17550000,149.96800000,149.89470000
-0.33473537,149.35760000,150.02900000,150.02900000,149.88860000
-0.33073537,149.49190000,149.91300000,149.61390000,150.00460000
-0.32673537,149.36980000,149.94350000,149.49190000,150.12670000
-0.32273537,149.00970000,150.12670000,149.65060000,150.25480000
-0.31873537,149.15620000,150.21820000,149.68110000,150.19380000
-0.31473537,149.79700000,150.21210000,149.58340000,149.94350000
-0.31073537,149.99850000,150.15110000,149.66280000,149.85200000
-0.30673537,149.72990000,150.01680000,149.87640000,149.92520000
-0.30273537,149.77260000,150.04120000,150.12050000,150.01680000
