Time,Channel A,Channel B,Channel C,Channel D
(us),(mV),(mV),(mV),(mV)

-0.51334127,149.48580000,149.91300000,150.09610000,149.72380000
-0.50934127,149.59560000,149.90080000,150.09610000,149.71770000
-0.50534127,149.80310000,149.86420000,149.70550000,149.83370000
-0.50134127,150.10220000,149.80930000,148.92420000,150.04120000
-0.49734127,150.16330000,149.77260000,148.95470000,150.28530000
-0.49334127,149.97410000,149.77260000,149.79700000,150.54170000
-0.48934127,149.79700000,149.80310000,150.16330000,150.41960000
-0.48534127,149.62610000,149.84590000,150.04120000,149.92520000
-0.48134127,149.57120000,149.96190000,149.93130000,149.69330000
-0.47734127,149.63220000,150.13280000,149.80930000,149.73600000
-0.47334127,149.76040000,150.18770000,149.81540000,149.77260000
-0.46934127,149.96190000,150.11440000,149.94960000,149.82150000
-0.46534127,149.87030000,150.08390000,149.97410000,149.91300000
-0.46134127,149.46130000,150.10220000,149.89470000,150.03510000
-0.45734127,149.46130000,150.04730000,149.92520000,150.04120000
-0.45334127,149.87640000,149.92520000,150.07780000,149.94960000
-0.44934127,149.93130000,149.90080000,149.99240000,149.71160000
-0.44534127,149.62000000,149.98630000,149.66890000,149.33320000
-0.44134127,149.71160000,149.92520000,149.62000000,149.31480000
-0.43734127,150.22430000,149.73600000,149.85810000,149.66280000
-0.43334127,150.07170000,149.71160000,149.76650000,149.72990000
-0.42934127,149.26600000,149.87030000,149.33320000,149.52850000
-0.42534127,149.17450000,149.80310000,149.44910000,149.40640000
-0.42134127,149.78480000,149.50410000,150.09000000,149.35760000
-0.41734127,150.01070000,149.64450000,150.30360000,149.36370000
-0.41334127,149.85200000,150.21210000,150.09610000,149.41860000
-0.40934127,149.71770000,150.41350000,149.87640000,149.47970000
-0.40534127,149.60780000,150.24870000,149.63220000,149.53460000
-0.40134127,149.58340000,150.16330000,149.63220000,149.56510000
-0.39734127,149.66280000,150.16940000,149.87640000,149.56510000
-0.39334127,149.66280000,149.88860000,150.09000000,149.51630000
-0.38934127,149.57730000,149.33320000,150.29140000,149.38810000
-0.38534127,149.63840000,149.57120000,150.13280000,149.68110000
-0.38134127,149.85200000,150.59050000,149.61390000,150.36470000
-0.37734128,149.79100000,150.87740000,149.53460000,150.54170000
-0.37334128,149.44910000,150.40740000,149.90690000,150.21210000
-0.36934128,149.44300000,150.32810000,149.90690000,149.92520000
-0.36534128,149.77870000,150.62720000,149.54680000,149.66890000
-0.36134128,149.89470000,150.63940000,149.57730000,149.79700000
-0.35734128,149.79100000,150.39520000,150.00460000,150.33420000
-0.35334128,149.82150000,150.18160000,149.96800000,150.40130000
-0.34934128,149.98630000,149.99850000,149.47970000,150.02900000
-0.34534128,149.83370000,150.09610000,149.51020000,149.72380000
-0.34134128,149.35760000,150.50510000,150.07780000,149.49800000
-0.33734128,149.41250000,150.51120000,150.04730000,149.50410000
-0.33334128,149.98630000,150.12050000,149.43690000,149.76650000
-0.32934128,150.22430000,149.94350000,149.33930000,149.88860000
-0.32534128,150.10830000,149.98020000,149.76040000,149.87030000
-0.32134128,150.10830000,149.98630000,149.88860000,149.83370000
-0.31734128,150.20600000,149.97410000,149.74820000,149.77870000
-0.31334128,150.05950000,150.02290000,149.62000000,149.74210000
-0.30934128,149.67500000,150.11440000,149.50410000,149.74210000
-0.30534128,149.61390000,150.29140000,149.51020000,149.77260000
